-1.7507,0.065921,1.5221,-1.4924,-0.48037,-1.221
-1.7483,0.065832,1.52,-1.4904,-0.47973,-1.2194
-1.7455,0.065725,1.5175,-1.488,-0.47894,-1.2174
-1.7421,0.065599,1.5146,-1.4851,-0.47803,-1.2151
-1.7383,0.065454,1.5113,-1.4819,-0.47697,-1.2124
-1.734,0.065292,1.5075,-1.4782,-0.47579,-1.2094
-1.7292,0.065112,1.5034,-1.4741,-0.47448,-1.2061
-1.724,0.064915,1.4988,-1.4696,-0.47304,-1.2024
-1.7183,0.0647,1.4939,-1.4648,-0.47148,-1.1984
-1.7121,0.064469,1.4885,-1.4595,-0.46979,-1.1941
-1.7055,0.064221,1.4828,-1.4539,-0.46799,-1.1896
-1.6985,0.063957,1.4767,-1.448,-0.46606,-1.1847
-1.6911,0.063677,1.4702,-1.4416,-0.46402,-1.1795
-1.6832,0.063381,1.4634,-1.4349,-0.46186,-1.174
-1.675,0.06307,1.4562,-1.4279,-0.4596,-1.1682
-1.6663,0.062743,1.4487,-1.4205,-0.45722,-1.1622
-1.6572,0.062402,1.4408,-1.4128,-0.45473,-1.1559
-1.6478,0.062047,1.4326,-1.4047,-0.45214,-1.1493
-1.638,0.061677,1.4241,-1.3963,-0.44945,-1.1424
-1.6278,0.061293,1.4152,-1.3877,-0.44665,-1.1353
-1.6172,0.060896,1.406,-1.3787,-0.44376,-1.128
-1.6063,0.060485,1.3966,-1.3694,-0.44076,-1.1204
-1.5951,0.060062,1.3868,-1.3598,-0.43768,-1.1125
-1.5835,0.059625,1.3767,-1.3499,-0.43449,-1.1044
-1.5715,0.059176,1.3663,-1.3397,-0.43122,-1.0961
-1.5593,0.058715,1.3557,-1.3293,-0.42786,-1.0876
-1.5467,0.058242,1.3448,-1.3186,-0.42442,-1.0788
-1.5339,0.057757,1.3336,-1.3076,-0.42088,-1.0698
-1.5207,0.057261,1.3221,-1.2964,-0.41727,-1.0606
-1.5072,0.056754,1.3104,-1.2849,-0.41358,-1.0512
-1.4935,0.056237,1.2985,-1.2732,-0.4098,-1.0417
-1.4795,0.055709,1.2863,-1.2612,-0.40596,-1.0319
-1.4652,0.05517,1.2738,-1.249,-0.40203,-1.0219
-1.4506,0.054622,1.2612,-1.2366,-0.39804,-1.0118
-1.4358,0.054065,1.2483,-1.224,-0.39398,-1.0014
-1.4207,0.053498,1.2352,-1.2112,-0.38984,-0.99093
-1.4055,0.052922,1.2219,-1.1981,-0.38565,-0.98026
-1.3899,0.052337,1.2084,-1.1849,-0.38139,-0.96943
-1.3742,0.051744,1.1947,-1.1715,-0.37707,-0.95845
-1.3582,0.051143,1.1809,-1.1579,-0.37269,-0.94732
-1.342,0.050534,1.1668,-1.1441,-0.36825,-0.93604
-1.3257,0.049918,1.1526,-1.1301,-0.36376,-0.92462
-1.3091,0.049294,1.1382,-1.116,-0.35921,-0.91307
-1.2924,0.048664,1.1236,-1.1017,-0.35462,-0.90139
-1.2754,0.048027,1.1089,-1.0873,-0.34998,-0.88959
-1.2584,0.047383,1.094,-1.0727,-0.34529,-0.87767
-1.2411,0.046733,1.079,-1.058,-0.34055,-0.86563
-1.2237,0.046078,1.0639,-1.0432,-0.33578,-0.85349
-1.2061,0.045417,1.0486,-1.0282,-0.33096,-0.84125
-1.1885,0.044751,1.0333,-1.0131,-0.32611,-0.82891
-1.1706,0.04408,1.0178,-0.99796,-0.32122,-0.81649
-1.1527,0.043405,1.0022,-0.98266,-0.31629,-0.80397
